Name,Country,Latitude,Longitude,Status,Capacity,Continent,Population
Ågesta,Sweden,59.206,18.0829,Shutdown,9.0,Europe,10400000
Barseback-1,Sweden,55.745,12.926,Shutdown,570.0,Europe,10400000
Barseback-2,Sweden,55.745,12.926,Shutdown,570.0,Europe,10400000
Forsmark-1,Sweden,60.405,18.168,Operational,900.0,Europe,10400000
Forsmark-2,Sweden,60.405,18.168,Operational,900.0,Europe,10400000
Forsmark-3,Sweden,60.405,18.168,Operational,1050.0,Europe,10400000
Oskarshamn-1,Sweden,57.415,16.666,Shutdown,440.0,Europe,10400000
Oskarshamn-2,Sweden,57.415,16.666,Shutdown,580.0,Europe,10400000
Oskarshamn-3,Sweden,57.415,16.666,Operational,1050.0,Europe,10400000
Ringhals-1,Sweden,57.259,12.111,Shutdown,881.0,Europe,10400000
Ringhals-2,Sweden,57.259,12.111,Shutdown,820.0,Europe,10400000
Ringhals-3,Sweden,57.259,12.111,Operational,915.0,Europe,10400000
Ringhals-4,Sweden,57.259,12.111,Operational,1130.0,Europe,10400000
Akademik Lomonosov-1,Russia,69.709579,170.30625,Operational,30.0,Asia,146200000
Akademik Lomonosov-2,Russia,69.709579,170.30625,Operational,30.0,Asia,146200000
APS-1 Obninsk,Russia,55.084,36.57,Shutdown,5.0,Asia,146200000
Balakovo-1,Russia,52.092,47.952,Operational,950.0,Asia,146200000
Balakovo-2,Russia,52.092,47.952,Operational,950.0,Asia,146200000
Balakovo-3,Russia,52.092,47.952,Operational,950.0,Asia,146200000
Balakovo-4,Russia,52.092,47.952,Operational,950.0,Asia,146200000
Baltic-1,Russia,54.939,22.162,Under Construction,1109.0,Asia,146200000
Beloyarsk-1,Russia,56.842,61.321,Shutdown,102.0,Asia,146200000
Beloyarsk-2,Russia,56.842,61.321,Shutdown,146.0,Asia,146200000
Beloyarsk-3,Russia,56.842,61.321,Operational,560.0,Asia,146200000
Beloyarsk-4,Russia,56.842,61.321,Operational,820.0,Asia,146200000
Beloyarsk-5,Russia,56.842,61.321,Planned,778.4198895027624,Asia,146200000
Bilibino-1,Russia,68.059,166.492,Shutdown,11.0,Asia,146200000
Bilibino-2,Russia,68.059,166.492,Operational,11.0,Asia,146200000
Bilibino-3,Russia,68.059,166.492,Operational,11.0,Asia,146200000
Bilibino-4,Russia,68.059,166.492,Operational,11.0,Asia,146200000
Kalinin-1,Russia,57.903,35.057,Operational,950.0,Asia,146200000
Kalinin-2,Russia,57.903,35.057,Operational,950.0,Asia,146200000
Kalinin-3,Russia,57.903,35.057,Operational,950.0,Asia,146200000
Kalinin-4,Russia,57.903,35.057,Operational,950.0,Asia,146200000
Kola-1,Russia,67.467,32.491,Operational,411.0,Asia,146200000
Kola-2,Russia,67.467,32.491,Operational,411.0,Asia,146200000
Kola-3,Russia,67.467,32.491,Operational,411.0,Asia,146200000
Kola-4,Russia,67.467,32.491,Operational,411.0,Asia,146200000
Kursk-1,Russia,51.674,35.607,Shutdown,925.0,Asia,146200000
Kursk-2,Russia,51.674,35.607,Operational,925.0,Asia,146200000
Kursk-3,Russia,51.674,35.607,Operational,925.0,Asia,146200000
Kursk-4,Russia,51.674,35.607,Operational,925.0,Asia,146200000
Leningrad 2-1,Russia,59.837,29.039,Operational,1066.0,Asia,146200000
Leningrad 2-2,Russia,59.837,29.039,Operational,1066.0,Asia,146200000
Leningrad 2-3,Russia,59.837,29.039,Planned,1085.0,Asia,146200000
Leningrad 2-4,Russia,59.837,29.039,Planned,1085.0,Asia,146200000
Leningrad-1,Russia,59.837,29.039,Shutdown,925.0,Asia,146200000
Leningrad-2,Russia,59.837,29.039,Shutdown,925.0,Asia,146200000
Leningrad-3,Russia,59.837,29.039,Operational,925.0,Asia,146200000
Leningrad-4,Russia,59.837,29.039,Operational,925.0,Asia,146200000
Nizhny Novgorod-1,Russia,55.786863,42.37215,Planned,778.4198895027624,Asia,146200000
Nizhny Novgorod-2,Russia,55.787102,42.37215,Planned,778.4198895027624,Asia,146200000
Novovoronezh 2-1,Russia,51.273,39.197,Operational,1114.0,Asia,146200000
Novovoronezh 2-2,Russia,51.273,39.197,Operational,1114.0,Asia,146200000
Novovoronezh-1,Russia,51.275,39.206,Shutdown,197.0,Asia,146200000
Novovoronezh-2,Russia,51.275,39.206,Shutdown,336.0,Asia,146200000
Novovoronezh-3,Russia,51.275,39.206,Shutdown,385.0,Asia,146200000
Novovoronezh-4,Russia,51.275,39.206,Operational,385.0,Asia,146200000
Novovoronezh-5,Russia,52.381,39.211,Operational,950.0,Asia,146200000
Rostov-1 (Volgodonsk-1),Russia,47.599,42.373,Operational,950.0,Asia,146200000
Rostov-2 (Volgodonsk-2),Russia,47.599,42.373,Operational,950.0,Asia,146200000
Rostov-3 (Volgodonsk-3),Russia,47.599,42.373,Operational,950.0,Asia,146200000
Rostov-4 (Volgodonsk-4),Russia,47.599,42.373,Operational,950.0,Asia,146200000
Smolensk-1,Russia,54.169,33.245,Operational,925.0,Asia,146200000
Smolensk-2,Russia,54.169,33.245,Operational,925.0,Asia,146200000
Smolensk-3,Russia,54.169,33.245,Operational,925.0,Asia,146200000
Kursk 2-1,Russia,51.674,35.607,Under Construction,1200.0,Asia,146200000
Kursk 2-2,Russia,51.674,35.607,Under Construction,1200.0,Asia,146200000
BREST-OD-300,Russia,56.637414,84.90451,Under Construction,300.0,Asia,146200000
Akkuyu-1,Türkiye,36.144444,33.541111,Under Construction,1114.0,Asia,84300000
Akkuyu-2,Türkiye,36.144444,33.541111,Under Construction,1114.0,Asia,84300000
Akkuyu-3,Türkiye,36.144444,33.541111,Under Construction,1114.0,Asia,84300000
Akkuyu-4,Türkiye,36.144444,33.541111,Under Construction,1114.0,Asia,84300000
Sinop-1,Türkiye,42.0,35.0,Planned,778.4198895027624,Asia,84300000
Sinop-2,Türkiye,42.0,35.0,Planned,778.4198895027624,Asia,84300000
Sinop-3,Türkiye,42.0,35.0,Planned,778.4198895027624,Asia,84300000
Sinop-4,Türkiye,42.0,35.0,Planned,778.4198895027624,Asia,84300000
Aktau (Shevchenko),Kazakhstan,43.607,51.283,Shutdown,52.0,Asia,19100000
Almaraz-1,Spain,39.807,-5.698,Operational,900.0,Europe,47400000
Almaraz-2,Spain,39.807,-5.698,Operational,900.0,Europe,47400000
Asco-1,Spain,41.202,0.571,Operational,888.0,Europe,47400000
Asco-2,Spain,41.202,0.571,Operational,888.0,Europe,47400000
Cofrentes,Spain,39.216,-1.051,Operational,939.0,Europe,47400000
Jose Cabrera-1 (Zorita),Spain,40.362,-2.818,Shutdown,153.0,Europe,47400000
Santa Maria de Garona,Spain,42.775,-3.205,Shutdown,440.0,Europe,47400000
Trillo-1,Spain,40.699,-2.622,Operational,990.0,Europe,47400000
Vandellos-1,Spain,40.949,0.867,Shutdown,480.0,Europe,47400000
Vandellos-2,Spain,40.949,0.867,Operational,930.0,Europe,47400000
Angra-1,Brazil,-23.008,-44.457,Operational,609.0,South America,214500000
Angra-2,Brazil,-23.008,-44.457,Operational,1245.0,South America,214500000
Angra-3,Brazil,-23.01,-44.47,Under Construction,1340.0,South America,214500000
Arkansas Nuclear One-1 (ANO-1),United States,35.31,-93.23,Operational,850.0,North America,332400000
Arkansas Nuclear One-2 (ANO-2),United States,35.31,-93.229,Operational,912.0,North America,332400000
Beaver Valley-1,United States,40.624,-80.432,Operational,835.0,North America,332400000
Beaver Valley-2,United States,40.624,-80.432,Operational,836.0,North America,332400000
Big Rock Point,United States,45.359,-85.195,Shutdown,72.0,North America,332400000
BONUS,United States,18.365,-67.268,Shutdown,17.0,North America,332400000
Braidwood-1,United States,41.247,-88.23,Operational,1120.0,North America,332400000
Braidwood-2,United States,41.247,-88.23,Operational,1120.0,North America,332400000
Browns Ferry-1,United States,34.704,-87.119,Operational,1065.0,North America,332400000
Browns Ferry-2,United States,34.704,-87.119,Operational,1065.0,North America,332400000
Browns Ferry-3,United States,34.704,-87.119,Operational,1065.0,North America,332400000
Brunswick-1,United States,33.958,-78.007,Operational,821.0,North America,332400000
Brunswick-2,United States,33.958,-78.007,Operational,821.0,North America,332400000
Byron-1,United States,42.074,-89.277,Operational,1120.0,North America,332400000
Byron-2,United States,42.074,-89.277,Operational,1120.0,North America,332400000
Callaway-1,United States,38.763,-91.781,Operational,1171.0,North America,332400000
Calvert Cliffs-1,United States,38.435,-76.439,Operational,845.0,North America,332400000
Calvert Cliffs-2,United States,38.435,-76.439,Operational,845.0,North America,332400000
Carolinas CVTR,United States,34.263,-81.33,Shutdown,17.0,North America,332400000
Catawba-1,United States,35.053,-81.071,Operational,1145.0,North America,332400000
Catawba-2,United States,35.053,-81.071,Operational,1145.0,North America,332400000
Clinton-1,United States,40.172,-88.834,Operational,950.0,North America,332400000
Columbia (WNP-2),United States,46.471,-119.333,Operational,1100.0,North America,332400000
Comanche Peak-1,United States,32.301,-97.787,Operational,1150.0,North America,332400000
Comanche Peak-2,United States,32.301,-97.787,Operational,1150.0,North America,332400000
Cooper,United States,40.361,-95.643,Operational,778.0,North America,332400000
Crystal River-3,United States,28.966,-82.697,Shutdown,825.0,North America,332400000
Davis Besse-1,United States,41.597,-83.092,Operational,906.0,North America,332400000
Diablo Canyon-1,United States,35.212,-120.854,Operational,1084.0,North America,332400000
Diablo Canyon-2,United States,35.212,-120.854,Operational,1106.0,North America,332400000
Donald Cook-1,United States,41.975,-86.564,Operational,1030.0,North America,332400000
Donald Cook-2,United States,41.975,-86.564,Operational,1100.0,North America,332400000
Dresden-1,United States,41.353,-88.349,Shutdown,192.0,North America,332400000
Dresden-2,United States,41.353,-88.349,Operational,794.0,North America,332400000
Dresden-3,United States,41.353,-88.349,Operational,794.0,North America,332400000
Duane Arnold-1,United States,42.101,-91.776,Shutdown,601.0,North America,332400000
Elk River,United States,45.297,-93.557,Shutdown,22.0,North America,332400000
Enrico Fermi-1,United States,41.96,-83.257,Shutdown,60.0,North America,332400000
Enrico Fermi-2,United States,41.96,-83.257,Operational,1093.0,North America,332400000
Farley-1,United States,31.223,-85.115,Operational,829.0,North America,332400000
Farley-2,United States,31.223,-85.115,Operational,829.0,North America,332400000
FitzPatrick,United States,43.521,-76.403,Operational,821.0,North America,332400000
Fort Calhoun-1,United States,41.52,-96.076,Shutdown,478.0,North America,332400000
Fort St. Vrain,United States,40.244,-104.874,Shutdown,330.0,North America,332400000
GE Vallecitos,United States,37.613056,-121.84,Shutdown,24.0,North America,332400000
Grand Gulf-1,United States,32.007,-91.045,Operational,1250.0,North America,332400000
H. B. Robinson-2,United States,34.402,-80.158,Operational,700.0,North America,332400000
Haddam Neck,United States,41.483,-72.5,Shutdown,582.0,North America,332400000
Hallam,United States,40.559,-96.785,Shutdown,75.0,North America,332400000
Hatch-1,United States,31.935,-82.346,Operational,777.0,North America,332400000
Hatch-2,United States,31.935,-82.346,Operational,784.0,North America,332400000
Hope Creek-1,United States,39.467,-75.535,Operational,1067.0,North America,332400000
Humboldt Bay,United States,40.741,-124.21,Shutdown,65.0,North America,332400000
Indian Point-1,United States,41.27,-73.95,Shutdown,265.0,North America,332400000
Indian Point-2,United States,41.27,-73.95,Shutdown,873.0,North America,332400000
Indian Point-3,United States,41.27,-73.95,Shutdown,965.0,North America,332400000
Kewaunee,United States,44.47,-87.498,Shutdown,535.0,North America,332400000
LaCrosse,United States,43.559,-91.23,Shutdown,50.0,North America,332400000
LaSalle-1,United States,41.246,-88.672,Operational,1078.0,North America,332400000
LaSalle-2,United States,41.246,-88.672,Operational,1078.0,North America,332400000
Limerick-1,United States,40.225,-75.584,Operational,1055.0,North America,332400000
Limerick-2,United States,40.225,-75.584,Operational,1055.0,North America,332400000
Maine Yankee,United States,43.951,-69.695,Shutdown,825.0,North America,332400000
McGuire-1,United States,35.433,-80.946,Operational,1180.0,North America,332400000
McGuire-2,United States,35.433,-80.946,Operational,1180.0,North America,332400000
Millstone-1,United States,41.312,-72.166,Shutdown,660.0,North America,332400000
Millstone-2,United States,41.312,-72.166,Operational,870.0,North America,332400000
Millstone-3,United States,41.312,-72.166,Operational,1159.0,North America,332400000
Monticello,United States,45.334,-93.85,Operational,545.0,North America,332400000
Nine Mile Point-1,United States,43.522,-76.412,Operational,620.0,North America,332400000
Nine Mile Point-2,United States,43.522,-76.412,Operational,1100.0,North America,332400000
North Anna-1,United States,38.061,-77.792,Operational,907.0,North America,332400000
North Anna-2,United States,38.061,-77.792,Operational,907.0,North America,332400000
Oconee-1,United States,34.796,-82.894,Operational,887.0,North America,332400000
Oconee-2,United States,34.796,-82.894,Operational,887.0,North America,332400000
Oconee-3,United States,34.796,-82.894,Operational,887.0,North America,332400000
Oyster Creek,United States,39.815,-74.208,Shutdown,650.0,North America,332400000
Palisades,United States,42.323,-86.316,Shutdown,805.0,North America,332400000
Palo Verde-1,United States,33.387,-112.863,Operational,1221.0,North America,332400000
Palo Verde-2,United States,33.387,-112.863,Operational,1304.0,North America,332400000
Palo Verde-3,United States,33.387,-112.863,Operational,1304.0,North America,332400000
Pathfinder,United States,43.603,-96.636,Shutdown,59.0,North America,332400000
Peach Bottom-1,United States,39.759,-76.27,Shutdown,40.0,North America,332400000
Peach Bottom-2,United States,39.759,-76.27,Operational,1065.0,North America,332400000
Peach Bottom-3,United States,39.759,-76.27,Operational,1065.0,North America,332400000
Perry-1,United States,41.801,-81.147,Operational,1205.0,North America,332400000
Pilgrim-1,United States,41.945,-70.578,Shutdown,655.0,North America,332400000
Piqua,United States,40.132222,-84.234722,Shutdown,11.0,North America,332400000
Point Beach-1,United States,44.282,-87.534,Operational,497.0,North America,332400000
Point Beach-2,United States,44.282,-87.534,Operational,497.0,North America,332400000
Prairie Island-1,United States,44.622,-92.631,Operational,530.0,North America,332400000
Prairie Island-2,United States,44.622,-92.631,Operational,530.0,North America,332400000
Quad Cities-1,United States,41.727,-90.308,Operational,789.0,North America,332400000
Quad Cities-2,United States,41.727,-90.308,Operational,789.0,North America,332400000
R. E. Ginna,United States,43.279,-77.311,Operational,470.0,North America,332400000
Rancho Seco-1,United States,38.345,-121.12,Shutdown,918.0,North America,332400000
River Bend-1,United States,30.727,-91.372,Operational,966.0,North America,332400000
Salem-1,United States,39.463,-75.534,Operational,1090.0,North America,332400000
Salem-2,United States,39.463,-75.534,Operational,1115.0,North America,332400000
San Onofre-1,United States,33.368,-117.556,Shutdown,436.0,North America,332400000
San Onofre-2,United States,33.368,-117.556,Shutdown,1070.0,North America,332400000
San Onofre-3,United States,33.368,-117.556,Shutdown,1070.0,North America,332400000
Saxton,United States,40.226944,-78.241944,Shutdown,3.0,North America,332400000
Seabrook-1,United States,42.897,-70.849,Operational,1149.0,North America,332400000
Sequoyah-1,United States,35.228,-85.094,Operational,1148.0,North America,332400000
Sequoyah-2,United States,35.228,-85.094,Operational,1148.0,North America,332400000
Shearon Harris-1,United States,35.635,-78.955,Operational,900.0,North America,332400000
Shippingport,United States,40.63,-80.417778,Shutdown,60.0,North America,332400000
Shoreham,United States,40.96,-72.866,Shutdown,809.0,North America,332400000
South Texas-1,United States,28.797,-96.044,Operational,1250.0,North America,332400000
South Texas-2,United States,28.796,-96.044,Operational,1250.0,North America,332400000
St. Lucie-1,United States,27.348,-80.244,Operational,830.0,North America,332400000
St. Lucie-2,United States,27.348,-80.244,Operational,830.0,North America,332400000
Summer-1,United States,34.299,-81.314,Operational,900.0,North America,332400000
Summer-2,United States,34.295833,-81.320278,Suspended Construction,1117.0,North America,332400000
Summer-3,United States,34.295833,-81.320278,Suspended Construction,1117.0,North America,332400000
Surry-1,United States,37.166,-76.7,Operational,788.0,North America,332400000
Surry-2,United States,37.166,-76.7,Operational,788.0,North America,332400000
Susquehanna-1,United States,41.093,-76.143,Operational,1065.0,North America,332400000
Susquehanna-2,United States,41.093,-76.143,Operational,1065.0,North America,332400000
Three Mile Island-1,United States,40.154,-76.727,Shutdown,819.0,North America,332400000
Three Mile Island-2,United States,40.154,-76.727,Shutdown,906.0,North America,332400000
Trojan,United States,46.04,-122.887,Shutdown,1130.0,North America,332400000
Turkey Point-3,United States,25.435,-80.33,Operational,693.0,North America,332400000
Turkey Point-4,United States,25.435,-80.33,Operational,693.0,North America,332400000
Vermont Yankee,United States,42.779,-72.514,Shutdown,514.0,North America,332400000
Vogtle-1,United States,33.143,-81.76,Operational,1122.0,North America,332400000
Vogtle-2,United States,33.143,-81.76,Operational,1101.0,North America,332400000
Vogtle-3,United States,33.1399,-81.7686,Operational,1117.0,North America,332400000
Vogtle-4,United States,33.1399,-81.7712,Under Construction,1117.0,North America,332400000
Waterford-3,United States,29.994,-90.471,Operational,1104.0,North America,332400000
Watts Bar-1,United States,35.601,-84.789,Operational,1218.0,North America,332400000
Watts Bar-2,United States,35.601,-84.789,Operational,1165.0,North America,332400000
Wolf Creek,United States,38.239,-95.691,Operational,1170.0,North America,332400000
Yankee Rowe,United States,42.728,-72.929,Shutdown,175.0,North America,332400000
Zion-1,United States,42.446,-87.801,Shutdown,1040.0,North America,332400000
Zion-2,United States,42.446,-87.801,Shutdown,1040.0,North America,332400000
Armenian-1,Armenia,40.182,44.147,Shutdown,376.0,Asia,3000000
Armenian-2,Armenia,40.182,44.147,Operational,375.0,Asia,3000000
Armenian-3,Armenia,40.1808,44.1472,Planned,778.4198895027624,Asia,3000000
Atucha-1,Argentina,-33.967,-59.209,Operational,319.0,South America,47300000
Atucha-2,Argentina,-33.967,-59.209,Operational,692.0,South America,47300000
CAREM25,Argentina,-33.966667,-59.211111,Under Construction,25.0,South America,47300000
Embalse,Argentina,-32.232,-64.442,Operational,608.0,South America,47300000
Barakah-1 (Braka),United Arab Emirates,23.952748,52.193298,Operational,1310.0,Asia,10400000
Barakah-2 (Braka),United Arab Emirates,23.952748,52.193298,Operational,1310.0,Asia,10400000
Barakah-3 (Braka),United Arab Emirates,23.952748,52.203298,Operational,1310.0,Asia,10400000
Barakah-4 (Braka),United Arab Emirates,23.952748,52.203298,Under Construction,1310.0,Asia,10400000
Belarusian-1,Belarus,54.766667,26.116667,Operational,1110.0,Europe,9400000
Belarusian-2,Belarus,54.766667,26.116667,Operational,1110.0,Europe,9400000
Belene-1,Bulgaria,43.62453,25.18675,Cancelled Construction,953.0,Europe,6900000
Belene-2,Bulgaria,43.62453,25.1865,Cancelled Construction,953.0,Europe,6900000
Kozloduy-1,Bulgaria,43.744,23.776,Shutdown,408.0,Europe,6900000
Kozloduy-2,Bulgaria,43.744,23.776,Shutdown,408.0,Europe,6900000
Kozloduy-3,Bulgaria,43.744,23.776,Shutdown,408.0,Europe,6900000
Kozloduy-4,Bulgaria,43.744,23.776,Shutdown,408.0,Europe,6900000
Kozloduy-5,Bulgaria,43.744,23.776,Operational,953.0,Europe,6900000
Kozloduy-6,Bulgaria,43.744,23.776,Operational,1003.0,Europe,6900000
Belleville-1,France,47.511,2.871,Operational,1310.0,Europe,67000000
Belleville-2,France,47.511,2.871,Operational,1310.0,Europe,67000000
Blayais-1,France,45.256,-0.691,Operational,910.0,Europe,67000000
Blayais-2,France,45.256,-0.691,Operational,910.0,Europe,67000000
Blayais-3,France,45.256,-0.691,Operational,910.0,Europe,67000000
Blayais-4,France,45.256,-0.691,Operational,910.0,Europe,67000000
Bugey-1,France,45.796,5.268,Shutdown,540.0,Europe,67000000
Bugey-2,France,45.796,5.268,Operational,920.0,Europe,67000000
Bugey-3,France,45.798,5.268,Operational,920.0,Europe,67000000
Bugey-4,France,45.8,5.267,Operational,900.0,Europe,67000000
Bugey-5,France,45.8,5.267,Operational,900.0,Europe,67000000
Cattenom-1,France,49.416,6.217,Operational,1300.0,Europe,67000000
Cattenom-2,France,49.416,6.217,Operational,1300.0,Europe,67000000
Cattenom-3,France,49.416,6.217,Operational,1300.0,Europe,67000000
Cattenom-4,France,49.416,6.217,Operational,1300.0,Europe,67000000
Chinon-A1,France,47.232,0.167,Shutdown,68.0,Europe,67000000
Chinon-A2,France,47.232,0.167,Shutdown,170.0,Europe,67000000
Chinon-A3,France,47.232,0.167,Shutdown,480.0,Europe,67000000
Chinon-B1,France,47.232,0.167,Operational,870.0,Europe,67000000
Chinon-B2,France,47.232,0.167,Operational,870.0,Europe,67000000
Chinon-B3,France,47.232,0.167,Operational,905.0,Europe,67000000
Chinon-B4,France,47.232,0.167,Operational,905.0,Europe,67000000
Chooz-A,France,50.086,4.792,Shutdown,280.0,Europe,67000000
Chooz-B1,France,50.086,4.792,Operational,1455.0,Europe,67000000
Chooz-B2,France,50.086,4.792,Operational,1455.0,Europe,67000000
Civaux-1,France,46.457,0.654,Operational,1450.0,Europe,67000000
Civaux-2,France,46.457,0.654,Operational,1450.0,Europe,67000000
Cruas-1,France,44.634,4.757,Operational,880.0,Europe,67000000
Cruas-2,France,44.634,4.757,Operational,915.0,Europe,67000000
Cruas-3,France,44.634,4.757,Operational,880.0,Europe,67000000
Cruas-4,France,44.634,4.757,Operational,880.0,Europe,67000000
Dampierre-1,France,47.732,2.513,Operational,890.0,Europe,67000000
Dampierre-2,France,47.732,2.513,Operational,890.0,Europe,67000000
Dampierre-3,France,47.732,2.513,Operational,890.0,Europe,67000000
Dampierre-4,France,47.732,2.513,Operational,890.0,Europe,67000000
EL-4 (Monts D'Arree),France,48.35,-3.866667,Shutdown,70.0,Europe,67000000
Fessenheim-1,France,47.903,7.564,Shutdown,880.0,Europe,67000000
Fessenheim-2,France,47.903,7.564,Shutdown,880.0,Europe,67000000
Flamanville-1,France,49.537,-1.881,Operational,1330.0,Europe,67000000
Flamanville-2,France,49.537,-1.881,Operational,1330.0,Europe,67000000
Flamanville-3,France,49.537,-1.881,Under Construction,1630.0,Europe,67000000
G-2 (Marcoule),France,44.142,4.713,Shutdown,36.0,Europe,67000000
G-3 (Marcoule),France,44.142,4.713,Shutdown,36.0,Europe,67000000
Golfech-1,France,44.105,0.845,Operational,1310.0,Europe,67000000
Golfech-2,France,44.105,0.845,Operational,1310.0,Europe,67000000
Gravelines-1,France,51.014,2.138,Operational,910.0,Europe,67000000
Gravelines-2,France,51.014,2.138,Operational,910.0,Europe,67000000
Gravelines-3,France,51.014,2.138,Operational,910.0,Europe,67000000
Gravelines-4,France,51.014,2.138,Operational,910.0,Europe,67000000
Gravelines-5,France,51.014,2.138,Operational,910.0,Europe,67000000
Gravelines-6,France,51.014,2.138,Operational,910.0,Europe,67000000
Nogent-1,France,48.517,3.52,Operational,1310.0,Europe,67000000
Nogent-2,France,48.517,3.52,Operational,1310.0,Europe,67000000
Paluel-1,France,49.857,0.635,Operational,1330.0,Europe,67000000
Paluel-2,France,49.857,0.635,Operational,1330.0,Europe,67000000
Paluel-3,France,49.857,0.635,Operational,1330.0,Europe,67000000
Paluel-4,France,49.857,0.635,Operational,1330.0,Europe,67000000
Penly-1,France,49.975,1.215,Operational,1330.0,Europe,67000000
Penly-2,France,49.975,1.215,Operational,1330.0,Europe,67000000
Penly-3,France,49.977611,1.21409,Planned,778.4198895027624,Europe,67000000
Phenix,France,44.142,4.712,Shutdown,233.0,Europe,67000000
St. Alban-1,France,45.404,4.754,Operational,1335.0,Europe,67000000
St. Alban-2,France,45.404,4.754,Operational,1335.0,Europe,67000000
St. Laurent-A1,France,47.724,1.582,Shutdown,480.0,Europe,67000000
St. Laurent-A2,France,47.724,1.582,Shutdown,515.0,Europe,67000000
St. Laurent-B1,France,47.724,1.582,Operational,915.0,Europe,67000000
St. Laurent-B2,France,47.72,1.581,Operational,880.0,Europe,67000000
Super-Phenix,France,45.76,5.474,Shutdown,1200.0,Europe,67000000
Tricastin-1,France,44.33,4.733,Operational,915.0,Europe,67000000
Tricastin-2,France,44.33,4.733,Operational,915.0,Europe,67000000
Tricastin-3,France,44.331,4.733,Operational,915.0,Europe,67000000
